nombre;etapa;tipo;area_responsable;descripcion;monto_contrato;comuna;barrio;direccion;lat;lng;fecha_inicio;fecha_fin_inicial;plazo_meses;porcentaje_avance;licitacion_oferta_empresa;licitacion_anio;contratacion_tipo;nro_contratacion;cuit_contratista;beneficiarios;mano_obra;;destacada;expedientenumero
hospital alvarez  proyecto montaje y normalizacian de instalacion interna pabellones i v xv xvi;Finalizada;salud;ministerio de salud;la obra consistia en el montaje y normalizacian de instalaciones internas de los pabellones i v xv xvi;3881756;7;flores;aranguren juan f dr 2701;-35∞ -25' 14,04'';-59∞ -36' 33,98'';5/12/2016;2/3/2017;3;100;cooperativa de trabajo evita limitada;2015;licitacion publica;1816/sigaf/2014;30714559474;vecinos;9;46213850;SI;
hospital maria ferrer  instalacion de sistema de climatizacian fraocalor con filtrado especial  1 parte;Finalizada;salud;ministerio de salud;la obra consistia en la puesta en valor de la totalidad edificada de la terapia intermedia tareas de obra civil termomecanica electricidad y sanitarias;4000000;4;barracas;finochietto enrique dr 849;-35∞ -21' 29,52'';-59∞ -36' 6,62'';22/12/2016;31/3/2017;3;100;tecnaran srl;2016;decreto  433/16;4397/2016;30710210000;vecinos;4;46213850;;
distrito tecnolagico retiro de sistema de almacenamiento subterraneo de hidrocarburos sash tanques canierias y acceso a predio usal;Finalizada;hidraulica e infraestructura;corporacion buenos aires sur;tratamiento de suelos contaminados con hidrocarburos;3690673;4;parque patricios;zabaleta 330332348;-35∞ -26' 41,95'';-59∞ -36' 53,36'';6/11/2015;9/8/2015;3;100;lihue ingenieria sa;2016;contratacian directa;16cbas2015;30612176767;usuarios;10;46213850;;
lacarra y av cruz adecuacion de red interna cloacal conjunto habitacional 180 viviendas;Finalizada;hidraulica e infraestructura;corporacion buenos aires sur;mejoramiento del funcionamiento la reparacion y desobstruccion de la red del sistema cloacal del conjunto de viviendas;928987;8;villa soldati;fernandez de la cruz f gral av y lacarra av;-35∞ -22' 38,85'';-59∞ -33' 13,23'';1/11/2016;4/9/2016;3;100;terminal 3 sa;2016;contratacian directa;26cbas2015;30710258445;vecinos;10;46213850;;
barrio pirelli reparacion de espacios comunes en ch 108 viviendas  ba pirelli;Finalizada;hidraulica e infraestructura;corporacion buenos aires sur;reparaciones en accesos tratamiento de filtraciones reparacion de marquesina y cielorrasos puesta en valor de luminarias y pasillos;380268;8;villa lugano;suarez jose leon 3701;-35∞ -26' 41,95'';-59∞ -36' 53,36'';15/1/2016;13/4/2016;3;100;opra srl;2016;contratacian directa;28cbas2015;30709194522;vecinos;10;46213850;;
parque roca remodelacion del sector confiteria y sanitarios sector tenis c parque roca;Finalizada;espacio publico;corporacion buenos aires sur;la adecuacion del salon y los sanitarios de la confitera≠≠a del parque roca sector c;1747859;8;villa soldati;roca cnel av 4490;-35∞ -20' 42,38'';-59∞ -33' 9,43'';9/6/2016;12/5/2016;3;100;building co srl;2016;contratacian directa;19cbas2016;30708969881;usuarios;10;46213850;;
barrio 59 viviendas reconstruccion de las unidades funcionales 29 3049 y 50 del complejo habitacional nastor kirchner sito en la av escalada n 4551;Finalizada;vivienda;corporacion buenos aires sur;el objeto de la presente contratacian esta referido a la reconstruccion de las unidades funcionales 293049 y 50 del complejo habitacional sito en av escalada 4551 de la caba afectadas por incendio;1760971;8;villa lugano;escalada av 4551;-35∞ -21' 34,09'';-59∞ -33' 23,29'';9/6/2016;12/5/2016;3;100;el progreso ltda hubac;2016;contratacian directa;21cbas2016;30710270550;vecinos;10;46213850;;
obras comuna 8 remodelacion de viviendas incendiadas en el conjunto habitacional 180 viviendas sito en av fernandez de la cruz y av lacarra;Finalizada;arquitectura;corporacion buenos aires sur;mejoras generales en viviendas revoques pisos pintura instalaciones aberturas y techos;1016896;8;villa soldati;fernandez de la cruz f gral av y lacarra av;-35∞ -23' 55,57'';-59∞ -39' 12,61'';21/11/2016;19/2/2017;3;100;coopaar ltda;2016;contratacian directa;27cbas2016;30708899727;vecinos;10;46213850;;
distrito del deporte anexo club torino  mejoras en cancha de futbol;Finalizada;arquitectura;corporacion buenos aires sur;realizacian de piso de hormigon llineado pintura de demarcacian pintura de paredes interiores reaparician de canaletas pluviales iluminacion;1366669;8;villa lugano;zuviria 4659;-35∞ -20' 22,47'';-59∞ -34' 7,44'';16/1/2017;16/4/2017;3;100;jorge canelles ltda;2017;contratacian directa;45cbas2016;30708832959;usuarios;10;46213850;;
obras comuna 1 restauracion del frente luis saenz penia n 1620 caba;Finalizada;vivienda;corporacion buenos aires sur;puesta en valor de la fachada del edificio ubicado en la calle luis saenz penia 1620 el cual presenta una catalogacian singular con proteccian cautelar y se encuentra protegido por la ley 3065 por tratarse de un edificio anterior al 1941 las tareas a desarrollarse consisten en la consolidacian y restitucian de ornamentos reparacion y limpieza de fachadas y pintura de superficie de fachada plana sin ornamentacian ni elementos decorativos ademas de la reparacion y pintura de carpintera≠≠as y herrera≠≠a;422723;1;constitucion;saenz penia luis pres 1620;-35∞ -21' 18,33'';-59∞ -38' 22,47'';21/4/2017;20/7/2017;3;100;lumi construcciones sa;2017;contratacian directa;09cbas2017;30711229899;usuarios;10;46213850;;
autodromo oscar y alfredo galvez puesta en valor autodromo de bs as oscar y juan galvez  intervencion sanitarios;Finalizada;espacio publico;corporacion buenos aires sur;la obra consiste en la puesta en valor del autodromo de la ciudad de bs as las tareas a ejecutar corresponden a la puesta en valor de los sanitarios;1875949;8;villa riachuelo;paz gral av y roca cnel av;-35∞ -21' 45,39'';-59∞ -33' 11,71'';23/8/2017;21/11/2017;3;100;ae ponce ingenieria sa;2017;contratacian directa;20cbas2017;30714763098;usuarios;10;46213850;;
jardan de infantes integral n 14 de 19;Finalizada;escuelas;ministerio de educacion;inicial;2457851;7;flores;varela av 1802;-35∞ -24' 57,41'';-59∞ -37' 30,08'';5/12/2016;30/3/2017;3;100;dilthey sa;2016;licitacion publica;1816/sigaf/2014;30711331847;vecinos;10;46213850;;28.058.403-DGRU/2016
escuela de bellas artes lola mora obra de infraestructura;Finalizada;escuelas;ministerio de educacion;obra de impermeabilizacion de cubiertas;11919911;8;villa lugano;soldado de la frontera av 5155;-35∞ -22' 18,24'';-59∞ -38' 20,01'';29/5/2017;31/8/2017;3;100;ibasa sa;2017;licitacion publica;1816/sigaf/2014;30696429886;vecinos;10;46213850;;
liceo  05 pascual guaglianone  esc tecnica  18 josa antonio alvarez condarco obras generales;Finalizada;escuelas;ministerio de educacion;obras de terminacian cantina aulas instalaciones y carpintera≠≠a;17492905;7;flores;carabobo av 286;-35∞ -20' 26,82'';-59∞ -33' 49,87'';19/6/2017;17/9/2017;3;100;enci sa;2017;licitacion publica;1816/sigaf/2014;30709309354;vecinos;10;46213850;;
liceo  08 esteban echeverraa mejora edilicia;Finalizada;escuelas;ministerio de educacion;obra de reforma y adecuacion de ascensor;1757811;9;mataderos;murguiondo 1568;-35∞ -20' 22,48'';-59∞ -31' 9,07'';11/5/2017;29/8/2017;3;100;mediterraneo sa;2017;licitacion publica;1816/sigaf/2014;30566480618;vecinos;3;46213850;;
escuela primaria coman  13 raal scalabrini ortiz  jardan de infantes coman  08 mejora edilicia;Finalizada;escuelas;ministerio de educacion;obras para mejoramiento edilicio;695486;13;colegiales;conde 223;-35∞ -21' 59,68'';-59∞ -31' 31,94'';17/7/2017;20/10/2017;3;100;dal construcciones sa;2017;licitacion publica;1816/sigaf/2014;30604370171;vecinos;10;46213850;;
escuela de educ espec  33 santa cecilia mejora edilicia;Finalizada;escuelas;ministerio de educacion;obras para mejoramiento edilicio;695486;6;caballito;senillosa 650;-35∞ -23' 57,39'';-59∞ -39' 47,80'';17/7/2017;20/10/2017;3;100;dal construcciones sa;2017;licitacion publica;1816/sigaf/2014;30604370171;vecinos;10;46213850;;
escuela primaria coman  27 dean funes mejora edilicia;Finalizada;escuelas;ministerio de educacion;obra de instalacion electrica;2999056;1;san telmo;defensa 1431;-35∞ -22' 24,81'';-59∞ -37' 44,34'';8/5/2017;21/8/2017;3;100;inapcon sa;2017;licitacion publica;1816/sigaf/2014;30677124411;vecinos;10;46213850;;
escuela primaria coman  15 gral josa gervasio de artigas obra de infraestructura;Finalizada;escuelas;ministerio de educacion;obra de instalacion electrica sanitaria impermeabilizacion;3292976;6;caballito;lobos eleodoro dr 437;N/A;N/A;10/6/2017;30/9/2017;3;100;betonhaus sa;2017;licitacion publica;1816/sigaf/2014;30708568240;vecinos;5;46213850;;
barrio 31 plaza de los gordos  triangulo;Finalizada;espacio publico;ministerio de desarrollo humano y habitat;se propuso un reordenamiento del espacio publico para sumar espacio verde y demarcar de manera clara los espacios de uso exclusivo deportivo y de juegos de ninios y ninias se busca jerarquizar las circulaciones a fin de que no se interrumpan unas con otras y favoreciendo la accesibilidad se igualaron todos los niveles sin ningan tipo de cordan o escalonamiento en las veredas para favorecer la accesibilidad para personas con movilidad reducida y asimismo se facilita el acceso a las conexiones domiciliarias de infraestructura accesos y camaras la plaza se reformula como un anico espacio de juegos ladico de uso exclusivo de ninios se proyecta un sistema de juegos que busca exaltar los sentidos la basqueda los recorridos la intervencion se realiza sobre 600m2;10796589;1;retiro;gendarmeria nacional av 667;-35∞ -21' 29,39'';-59∞ -31' 59,23'';2/7/2017;6/10/2017;3;100;cooperativa;2017;licitacion publica;1816/sigaf/2014;30710125054;43190;10;46213850;;
plaza del congreso puesta en valor;Finalizada;espacio publico;ministerio de espacio publico e higiene urbana;la puesta en valor de plaza congreso moreno y lorea incluya un nuevo trazado de senderos renovando el solado y sumando de esta manera mas superficie verde se propuso reemplazar el solado de granza por un nuevo tipo de solado drenante renovar todo el equipamiento y reacondicionar todas las fuentes monumentos y esculturas existentes;59248641;1;monserrat;rivadavia av 1610;-35∞ -19' 30,84'';-59∞ -32' 1,35'';18/5/2017;27/8/2017;3;100;urbaser argentina sa  ceob sa ute;2017;licitacion publica;1816/sigaf/2014;30714682489;vecinos;10;46213850;;
piramide de mayo restauracion;Finalizada;espacio publico;ministerio de espacio publico e higiene urbana;espacios verdes;4095482;1;monserrat;rivadavia av 410;-35∞ -25' 30,56'';-59∞ -38' 37,58'';28/10/2016;31/1/2017;3;100;ceprara;2017;licitacion publica;1816/sigaf/2014;30505454436;vecinos;10;46213850;;
canil lavalle;Finalizada;espacio publico;ministerio de espacio publico e higiene urbana;en funcian de los estandares establecidos por la direccian general de mascotas se realiza un nuevo canil en dicho espacio verde;4603543;1;san nicolas;libertad 512;-35∞ -22' 23,14'';-59∞ -36' 11,05'';4/3/2017;15/6/2017;3;100;algieri sa;2017;licitacion publica;1816/sigaf/2014;30699339810;vecinos;10;46213850;;
parque las heras nueva vereda;Finalizada;espacio publico;ministerio de espacio publico e higiene urbana;espacios verdes;11581546;14;palermo;las heras general av y diaz cnel av;-35∞ -26' 48,80'';-59∞ -34' 43,60'';6/7/2017;20/10/2017;3;100;salvatori sa parques y jardines;2017;licitacion publica;1816/sigaf/2014;30512700124;vecinos;10;46213850;;
paseo lineal canal 7;Finalizada;espacio publico;ministerio de espacio publico e higiene urbana;espacios verdes;6549517;2;recoleta;figueroa alcorta pres av 2977;-35∞ -22' 49,08'';-59∞ -36' 58,68'';31/7/2017;20/10/2017;3;100;salvatori sa parques y jardines;2017;licitacion publica;1816/sigaf/2014;30512700124;vecinos;10;46213850;;
barrio 21 24 club zavaleta jr etapa 2;Finalizada;arquitectura;ministerio de desarrollo humano y habitat;se redimensiona la platea de fundacian del muro de contencian y el acondicionamiento del entorno de la cancha;294174;4;barracas;iriarte gral av 3800;-35∞ -24' 41,95'';-59∞ -33' 47,00'';16/6/2017;15/9/2017;3;100;cooperativa;2017;licitacion publica;1816/sigaf/2014;30505454436;1806;37;46213850;;
escuela primaria coman  20 eloy fernandez alonso;Finalizada;escuelas;ministerio de educacion;obras para mejoramiento edilicio;508696;5;boedo;muaiz 2147;-35∞ -25' 27,39'';-59∞ -30' 27,33'';10/4/2017;9/7/2017;3;100;betonhaus sa;2017;licitacion publica;1816/sigaf/2014;30708568240;vecinos;10;46213850;;
colegio  08 julio argentino roca mejora edilicia;Finalizada;escuelas;ministerio de educacion;obras para mejoramiento edilicio;776730;13;belgrano;zuberbuhler carlos e 1850;-35∞ -21' 44,95'';-59∞ -30' 10,71'';17/1/2017;22/4/2017;3;100;co se ba construcciones y servicios buenos aires s a;2017;licitacion publica;1816/sigaf/2014;30678613033;vecinos;10;46213850;;
escuela primaria coman  08 jorge angel boero mejora edilicia;Finalizada;escuelas;ministerio de educacion;obras para mejoramiento edilicio;712437;12;villa urquiza;juramento 4849;-35∞ -24' 1,17'';-59∞ -36' 41,82'';17/1/2017;22/4/2017;3;100;co se ba construcciones y servicios buenos aires s a;2017;licitacion publica;1816/sigaf/2014;30678613033;vecinos;10;46213850;;
escuela primaria coman  02 prof juan josa millan mejora edilicia;Finalizada;escuelas;ministerio de educacion;obra de impermeabilizacion de cubiertas;1191991;11;villa del parque;helguera 3228;-35∞ -26' 19,54'';-59∞ -36' 49,44'';20/3/2017;3/6/2017;3;100;ibasa sa;2017;licitacion publica;1816/sigaf/2014;30696429886;vecinos;10;46213850;;
escuela primaria coman  04 josa jacinto berruti mejora edilicia;Finalizada;escuelas;ministerio de educacion;obra de impermeabilizacion de cubiertas;1036524;4;la boca;quinquela martin benito 1081;-35∞ -25' 3,15'';-59∞ -38' 23,81'';14/10/2016;8/1/2017;3;100;radiotronica construcciones sa;2016;licitacion publica;1816/sigaf/2014;33709466939;vecinos;10;46213850;;
escuela primaria coman  19 florencio balcarce mejora edilicia;Finalizada;escuelas;ministerio de educacion;obras para mejoramiento edilicio;300000000;5;almagro;acuaa de figueroa francisco 850;-35∞ -24' 20,27'';-59∞ -31' 30,66'';26/12/2017;26/3/2018;3;100;mazhari sa;2017;licitacion publica;1816/sigaf/2014;30708896019;vecinos;5;46213850;;
escuela primaria coman  23 gral de divisian manuel n savio mejora edilicia;Finalizada;escuelas;ministerio de educacion;obras para mejoramiento edilicio;300000000;7;flores;san pedrito 1137;-35∞ -25' 59,20'';-59∞ -32' 53,01'';26/12/2017;28/3/2018;3;100;mazhari sa;2017;licitacion publica;1816/sigaf/2014;30708896019;vecinos;5;46213850;;
esc primaria coman  02 patria grande obras generales;Finalizada;escuelas;ministerio de educacion;obras para mejoramiento edilicio;2990253;9;mataderos;chascomus 5598;-35∞ -24' 59,08'';-59∞ -35' 55,97'';26/12/2017;26/3/2018;3;100;mazhari sa;2017;licitacion publica;1816/sigaf/2014;30708896019;vecinos;10;46213850;SI;
escuela tecnica  27 hipalito yrigoyen mejora edilicia;Finalizada;escuelas;ministerio de educacion;obra de impermeabilizacion parcial y reparaciones de zonas interiores afectadas;1493450;10;monte castro;virgilio 1980;-35∞ -23' 38,13'';-59∞ -37' 31,79'';7/2/2017;20/5/2017;3;100;givaleno company srl;2017;licitacion publica;1816/sigaf/2014;30715184156;vecinos;10;46213850;;
jardan de infantes integral  08 maraa angela schiavoni de lapez mejora edilicia;Finalizada;escuelas;ministerio de educacion;obra de instalacion electrica e impermeabilizacion;1814036;5;almagro;boedo av 650;-35∞ -26' 52,17'';-59∞ -37' 48,72'';5/6/2017;17/9/2017;3;100;betonhaus sa;2017;licitacion publica;1816/sigaf/2014;30708568240;vecinos;10;46213850;;
escuela primaria coman  18 jorge newbery obra de infraestructura;Finalizada;escuelas;ministerio de educacion;obra de impermeabilizacion;1998000;8;villa lugano;avda cnel roca  pta 9;-35∞ -23' 3,25'';-59∞ -39' 46,40'';30/6/2017;28/9/2017;3;100;varberg sa;2017;licitacion publica;1816/sigaf/2014;30714509930;vecinos;10;46213850;;
centes  4 mejora edilicia;Finalizada;escuelas;ministerio de educacion;obra de remodelacion y adecuacion de instalaciones y sanitarios para personas con discapacidad;2781936;11;villa devoto;gutenberg 3674;-35∞ -21' 3,60'';-59∞ -36' 0,45'';15/12/2016;16/3/2017;3;100;codasa;2016;licitacion publica;1816/sigaf/2014;30712275819;vecinos;10;46213850;SI;
barrio 31 cedel;Finalizada;arquitectura;ministerio de desarrollo humano y habitat;se readecua un edificia existente ampliando la cantidad de m2 se adopta como medidas de eficiencia energatica la aislacian de los techos la aplicacian de artefactos luma≠≠nicos eficientes energeticamente en los espacios interiores y comunes para reducir los consumos de agua se implementa un sistema de almacenaje del agua de lluvia se aplica un sistema dual de disposician del agua de los sanitarios y se aplica sistemas de bajo consumo en la grifera≠≠a en general se usaron muros de steel framing con estructura de tubos de acero galvanizado aislacian termoacastica intermedia e interior de paneles de placa de yeso  se pusieron doble vidriado hermatico laminado para las ventanas ya que las carpintera≠≠as deberan cumplir como ma≠≠nimo con una transmitancia tarmica de entre 3 y 4 w/ma≠ÄöaÇ≤k cumpliendo con los parametros de norma iram 11507 partes 1 3 y 4;7398101;1;retiro;gendarmeria nacional av 690;-35∞ -27' 3,09'';-59∞ -33' 13,70'';28/9/2016;27/12/2016;3;100;kir srl;2016;licitacion publica nacional;339sigaf/17;30702232046;43190;10;46213850;SI;
manzana 66 remediacion y demolicion san isidro labrador;Finalizada;espacio publico;secretaria de transporte y obras publicas;en el marco del proyecto manzana 66 el poder ejecutivo decide emprender la presente licitacion con el objeto de dar cumplimiento a las condiciones acordadas para la suscripcian del contrato de permuta y la posterior escrituracian y entrega del inmueble;29933271;12;saavedra;san isidro labrador 4802;-35∞ -23' 13,31'';-59∞ -36' 59,38'';27/12/2017;27/3/2018;3;100;desobstructora argentina sa;2017;licitacion publica;1482sigaf/2017;30711014175;vecinos;10;2,02E+11;;
dique 0 licitacion 1;Finalizada;espacio publico;secretaria de transporte y obras publicas;el proyecto es la construccion una nueva plaza pablica y una acera que bordea la avenida don pedro de mendoza entre la avenida elvira rawson de dellepiane y el acceso a a≠¢aÇÇ¨aÇÂìcolonia expressa≠¢aÇÇ¨aÇù;7277440;4;la boca;avenida don pedro de mendoza entre la avenida elvira rawson de dellepiane;-35∞ -24' 34,86'';-59∞ -33' 0,94'';27/12/2017;27/3/2018;3;100;salvatori sa parques y jardines;2017;licitacion publica;1427sigaf/2017;30512700124;vecinos;10;46213850;;
plaza de mayo puesta en valor;Finalizada;espacio publico;ministerio de espacio publico e higiene urbana;el proyecto se realiza en el marco de las obras de puesta en valor del eje ca≠≠vico bajo la idea rectora de mantener los vestigios de la traza original se ampla≠≠an las superficies de reunian y de encuentro reduciendo un carril vehicular en cada lateral e incorporandolo a la superficie total de la plaza ensanchando las veredas peatonales e incorporando nuevos canteros arbolados se reemplaza la totalidad del solado existente recuperando el tradicional color blanco de la plaza y el proyecto paisaja≠≠stico general remodelando los parterres existentes asimismo se ejecutaron tareas de restauracion y puesta a punto de las fuentes conjuntos escultaricos e instalaciones en general incorporando un sistema de riego automatico;43792575;1;san nicolas;balcarce av rivadavia bola≠≠var hipalito yrigoyen;-35∞ -20' 36,80'';-59∞ -32' 3,33'';16/11/2017;16/2/2018;3;100;urbaser argentina sa  ceob sa ute;2017;licitacion publica;1816/sigaf/2014;30714682489;vecinos;10;46213850;;
agronomia  circuito aerobico;Finalizada;espacio publico;ministerio de espacio publico e higiene urbana;sobre la av beira se realizara un nuevo circuito en una zona que actualmente es muy usada por los vecinos y no se encuentra en condiciones se creara un nuevo solado con mobiliario a lo largo del recorrido ademas se agregara una estacion de postas aerabicas iluminacion y bebederos a lo largo de este;3000000;15;agronomia;av de los constituyentes gutenberg beira;-35∞ -21' 51,21'';-59∞ -34' 56,07'';1/11/2018;28/2/2019;3;100;instalectro sa;2018;licitacion publica;259/sigaf/2018;33661628729;vecinos;10;91025682018;SI;
av lacroze reparacion de veredas;Finalizada;espacio publico;ministerio de espacio publico e higiene urbana;obra compleja de 7 cuadras entre a thomasav corrientes;29646379;15;chacarita;lacroze federico av 3580;-35∞ -23' 3,43'';-59∞ -36' 33,84'';7/12/2017;6/3/2018;3;100;naku construcciones srl;2016;licitacion publica;1816/sigaf/2014;30575292174;vecinos;10;46213850;;
av triunvirato ii reparacion de veredas;Finalizada;espacio publico;ministerio de espacio publico e higiene urbana;obra compleja de 2 cuadra entre roosevelt dr p rivera;7597179;12;villa urquiza;triunvirato av4950;-35∞ -24' 31,94'';-59∞ -34' 16,40'';7/5/2018;31/8/2018;3;100;altote sa;2016;licitacion publica;1816/sigaf/2014;30707431896;vecinos;10;46213850;;
montiel reparacion de veredas;Finalizada;espacio publico;ministerio de espacio publico e higiene urbana;obra compleja de 2 cuadras entre ibarrola av rivadavia;9064458;9;liniers;montiel 185;-35∞ -22' 34,99'';-59∞ -36' 41,08'';8/3/2018;30/6/2018;3;100;miavasa sa;2016;licitacion publica;1816/sigaf/2014;30677303863;vecinos;10;46213850;;
destacamentos de bomberos destacamento de bomberos  la boca;Finalizada;arquitectura;corporacion buenos aires sur;la obra consiste en la remodelaciony refaccion del destacamento de bomberos que incluye la mayora≠≠a de los locales principalmente las intervenciones se realizaron en baaos vestuarios cocina y espacios de entrenamiento instalacion electrica y de datos;1878614;4;la boca;don pedro de mendoza av y brown alte av;-35∞ -26' 52,10'';-59∞ -36' 24,83'';16/8/2017;14/11/2017;3;100;ae ponce ingenieria sa;2017;contratacian directa;11cbas2017;30714763098;usuarios;10;46213850;;
barrio los piletones reparaciones en las redes de agua potable y colectoras cloacales;Finalizada;hidraulica e infraestructura;corporacion buenos aires sur;la obra consiste en la ejecucion de diversas reparaciones en las caaera≠≠as de redes de provision de agua potable se han detectado avera≠≠as que limitan su correcto funcionamiento;3781631;8;villa soldati;lacarra av 2700;-35∞ -21' 18,31'';-59∞ -32' 21,39'';18/9/2017;17/12/2017;3;100;mel contrucciones srl;2017;contratacian directa;42cbas2017;33714510679;vecinos;10;46213850;;
barrio los piletones demolicion y construccion de nueva vivienda casa 31 poligono d manzana 10;Finalizada;arquitectura;corporacion buenos aires sur;la obra consiste en la demolicion de la vivienda existente y ejecucion de una nueva vivienda de una sola planta y recomponer el espacio publico aledaao al lago soldati;1049221;8;villa soldati;lacarra av 2700;-35∞ -23' 32,09'';-59∞ -38' 4,03'';11/12/2017;11/3/2018;3;100;la union ltda;2017;contratacian directa;65cbas2017;30711170053;vecinos;10;46213850;SI;
distrito del deporte club atletico huracan  la quemita  muro  de cierre;Finalizada;arquitectura;corporacion buenos aires sur;ejecucion de muro perimetral de cierre en bloques de hormigon en 138 ml y 3 mts de altura;1766868;7;flores;castaaares av  lacarra av;-35∞ -24' 31,09'';-59∞ -34' 10,38'';7/12/2017;7/3/2018;3;100;14 de junio ltda;2017;contratacian directa;43cbas2017;30711790469;usuarios;10;46213850;;
barrio 59 viviendas reparaciones electricas domiciliarias;Finalizada;vivienda;corporacion buenos aires sur;la  obra comprende el montaje la conexian y la puesta en servicio de toda la nueva instalacion electrica de las unidades funcionales y servicios generales del conjunto de 59 viviendas barrio nestor kirchner;1562563;8;villa lugano;escalada av 4551;-35∞ -24' 59,34'';-59∞ -38' 53,66'';15/1/2018;15/4/2018;3;100;24 de noviembre ltda;2018;contratacian directa;67cbas2017;30712108629;vecinos;10;46213850;;
barrio 59 viviendas reparaciones en instalacion de gas natural;Finalizada;vivienda;corporacion buenos aires sur;la obra consiste en la adecuacion de la instalacion de gas natural para las unidades de 59 viviendas  barrio nestor kirchner;1437627;8;villa lugano;escalada av 4551;-35∞ -24' 31,09'';-59∞ -34' 10,38'';4/4/2018;3/7/2018;3;100;24 de noviembre ltda;2018;contratacian directa;73cbas2017;30712108629;vecinos;10;46213850;;
barrio 59 viviendas recambio de tanques y mejoras en espacios comunes a complejo habitacional n kirchner a 59 viviendas;Finalizada;vivienda;corporacion buenos aires sur;la obra consiste en el recambio de tanques y contempla la reparacion y pintura de portones y rejas perimetrales del predio la reparacion del equipamiento en los espacios comunes y el mejoramiento de los espacios verdes;1805648;8;villa lugano;escalada av 4551;-35∞ -25' 3,85'';-59∞ -38' 46,35'';2/8/2017;31/10/2017;3;100;24 de noviembre ltda;2017;contratacian directa;39cbas2017;30712108629;vecinos;10;46213850;;
teatro colan instituto superior de arte  adecuacion 1 a 9 piso;Finalizada;arquitectura;secretaria de transporte y obras publicas;esta licitacion comprende la adecuacion de un edificio nuevo entre medianeras con frente a la av corrientes el proyecto propone la ejecucion de un aula para ensayo de danza y un salon de usos maltiples que funcionara para conciertos orquesta acadamica y clases magistrales;3807964;1;san nicolas;avenida corrientes 1681;-35∞ -27' 16,01'';-59∞ -32' 12,78'';18/1/2018;3/4/2018;3;100;villarex sa;2017;licitacion privada;55/sigaf/2017;30712097996;vecinos;10;46213850;;4828132/DGOPDU/2017
teatro colan mantenimiento techo escenario principal;Finalizada;arquitectura;secretaria de transporte y obras publicas;se trata de la revalorizacian en un edificio declarado monumento histarico nacional de alta≠≠simo valor patrimonial se realizaron obras de adecuacion de los pisos 1ero y 9no donde funcionara un aula para ensayo de danza y un salon de usos maltiples para conciertos orquesta acadamica y clases magistrales tambian se lleva a cabo la ejecucion del plano cortafuego y los talleres la nube el edificio cuenta con una adecuacion en una etapa anterior en los pisos 2do al 8voel completamiento del 4to piso y el mantenimiento del techo del escenario principal;4706900;1;san nicolas;cerrito 628;-35∞ -21' 5,14'';-59∞ -37' 47,92'';22/4/2017;31/12/2017;3;100;techos dorfler;2017;decreto  433/16;1816/sigaf/2014;30707469354;vecinos;10;46213850;;
ecoparque templo de vesta;Finalizada;arquitectura;secretaria de transporte y obras publicas;todas las instalaciones referentes al bombeo tratamiento y filtrados se encuentran centralizadas en la sala tecnica;6206032;14;palermo;republica de la india 3011;-35∞ -24' 24,63'';-59∞ -38' 30,57'';5/6/2019;5/9/2019;3;100;hit construcciones sa;2019;licitacion publica;210/sigaf/2019;30709605158;vecinos;10;2,02E+11;;
barrio los piletones mejoras en frentes 3a etapa;Finalizada;vivienda;corporacion buenos aires sur;la propuesta de obras consiste en el mejoramiento de los frentes de las parcelas regularizadas;1243080;8;villa soldati;esperanza janer plumerillo 3843 janer 3860;-35∞ -19' 52,81'';-59∞ -32' 11,37'';5/4/2018;18/8/2018;3;100;antonio alak ltda;2018;contratacian directa;01cbas2018;30709930385;vecinos;10;46213850;;
parque olimpico movimientos de suelo y mantenimiento de espacios verdes sito en el denominado a parque olimpico sectores a b d y e;Finalizada;espacio publico;corporacion buenos aires sur;la obra consiste en la limpieza y desmalezado de los terrenos que se encuentran conformados dentro del parque ola≠≠mpico;3545275;8;villa soldati;escalada av;-35∞ -20' 58,27'';-59∞ -31' 18,12'';30/7/2018;28/10/2018;3;100;jorge canelles ltda;2018;contratacian directa;44cbas2018;30708832959;vecinos;10;46213850;;
barrio los piletones impermeabilizacion de cubiertas y pintura exterior en edificios n 07 a n 08 complejo habitacional los piletones;Finalizada;arquitectura;corporacion buenos aires sur;la obra consiste en la impermeabilizacion total de las azoteas de los edificios baja ademas se realiza la pintura de muros exteriores y cielorrasos en el exterior como en los espacios semicubiertos;7567826;8;villa soldati;janer 39303900plumerillo 39303900;-35∞ -27' 11,61'';-59∞ -33' 29,86'';13/8/2019;11/11/2019;3;100;kavos sa;2019;licitacion publica;03cbas2019;33707144829;vecinos;10;46213850;SI;
barrio los piletones impermeabilizacion de cubiertas y pintura exterior en edificios n 17 a n 18 complejo habitacional los piletones;Finalizada;arquitectura;corporacion buenos aires sur;la obra consiste en la impermeabilizacion total de las azoteas de los edificios baja ademas se realiza la pintura de muros exteriores y cielorrasos en el exterior como en los espacios semicubiertos;7365930;8;villa soldati;janer 39603930plumerillo 39603930;-35∞ -24' 14,73'';-59∞ -37' 25,86'';22/8/2019;20/11/2019;3;100;ae ponce ingenieria sa;2019;licitacion publica;04cbas2019;30714763098;vecinos;10;46213850;SI;18802401-MGEYA-DGOI/2016
