nombre;etapa;tipo;area_responsable;descripcion;monto_contrato;comuna;barrio;direccion;lat;lng;fecha_inicio;fecha_fin_inicial;plazo_meses;porcentaje_avance;licitacion_oferta_empresa;licitacion_anio;contratacion_tipo;nro_contratacion;cuit_contratista;beneficiarios;mano_obra;expediente-numero
Planetario: Renovación de luminarias (recambio 360 placas led);Finalizada;Espacio Público;Ministerio de Espacio Público e Higiene Urbana;Obra en ejecucion;$ 6.200.000,00;14;Palermo;Av. Sarmiento y Roldan;-34,571102;-58,411547;20/4/2022;30/5/2022;2;100;"MANTELECTRIC I.C.I.S.A. / ALUMINI ENGENHARIA S.A. – CAPIME TECNOLOGÍA S.A. – UNION TRANSITORIA / AUTOTROL S.A.C.I.A.F.E.I. -
CONSTRUMAN S.A. U.T.E. ";2015;Licitación Pública;652-SIGAF/15;30520292000;vecinos;10;46213850
Eje Retiro: Iluminación Plaza San Martín;Finalizada;Espacio Público;Ministerio de Espacio Público e Higiene Urbana;Obra en ejecucion;$ 1.200.000,00;1;Retiro;Av. Libertador y San Martin;-34,593564;-58,373846;10/4/2022;30/5/2022;2;100;"MANTELECTRIC I.C.I.S.A. / ALUMINI ENGENHARIA S.A. – CAPIME TECNOLOGÍA S.A. – UNION TRANSITORIA / AUTOTROL S.A.C.I.A.F.E.I. -
CONSTRUMAN S.A. U.T.E. ";2015;Licitación Pública;652-SIGAF/16;30520292000;vecinos;10;46213850
Parque Tres de Febrero: Iluminacion;Finalizada;Espacio Público;Ministerio de Espacio Público e Higiene Urbana;Obra en ejecucion;$ 10.557.143,00;14;Palermo;Av. Infanta Isabel y Av. Iraola;-34,572095;-58,413734;20/4/2022;30/5/2022;2;100;"MANTELECTRIC I.C.I.S.A. / ALUMINI ENGENHARIA S.A. – CAPIME TECNOLOGÍA S.A. – UNION TRANSITORIA / AUTOTROL S.A.C.I.A.F.E.I. -
CONSTRUMAN S.A. U.T.E. ";2015;Licitación Pública;652-SIGAF/15;30520292000;vecinos;10;46213850
Puente de la Mujer;Finalizada;Espacio Público;Ministerio de Espacio Público e Higiene Urbana;Armado de andamios en estructura central, pintura del casco del puente, desvastado de mástil y pintura;$ 160.736.591,00;1;Puerto Madero ;Juana Manuela Gorriti 951;-34.608.148;-58.366.089;31/3/2022;19/12/2022;8;100;Logistical;2022;Contratación de varias empresas;8811-0078-LPU21;30710573030;vecinos;10;46213850
Centro verde Balbastro y De la Rosa;Finalizada;Espacio Público;Ministerio de Espacio Público e Higiene Urbana;Provisión e instalación de bocas de incendio, sistema de bombeo y rociadores.;"$39.988.126,29
 $9.330.084,51";7;Flores;Balbastro 3209, José de la Rosa 6245;"-34.650675
-34.666304";"-58.457814
-58.490534
";10/1/2022;27/4/2022;3;100;EVESSA S.R.L.;2022;Licitación Pública;7162-0768-LPU21;30714846406;vecinos;10;46213850
Estados Unidos (e/ Defensa y Perú);Finalizada;Espacio Público;Ministerio de Espacio Público e Higiene Urbana;Recolocacion de adoquín;$ 17.821.912,00;1;San Telmo;Estados Unidos 400-600;-34.618.505;-58.373.726;17/1/2022;11/3/2022;2;100;SEOB;2022;Licitación Pública de etapa múltiple;648/SIGAF/2018;33-69284997-9;vecinos;10;46213850
Carlos Calvo (e/ Defensa y Perú);Finalizada;Espacio Público;Ministerio de Espacio Público e Higiene Urbana;Mantenimiento parcial recolocación de adoquín ;$ 9.729.192,00;1;San Telmo;Carlos Calvo 400-600;-34.619.637;-58.373.408;17/1/2022;8/4/2022;3;100;BETTON;2022;Licitación Pública de etapa múltiple;648/SIGAF/2018;30-57834108-7;vecinos;10;46213850
Contracarril Av Belgrano;Finalizada;Espacio Público;Ministerio de Espacio Público e Higiene Urbana;Demarcación del contracarril, doble amarilla y simbología;$ 3.467.548,00;1;Monserrat;Av Belgrano 200-400;-34.612.406;-58.371.238;27/1/2022;3/3/2022;1;100;CLEANOSOL;2022;Licitación Pública de etapa múltiple;21-SIGAF/2018;30-50491289-9;vecinos;10;46213850
Fachada Farmacia La Estrella;Finalizada;Arquitectura;Ministerio de Espacio Público e Higiene Urbana;"La intervención proyectada se basa, principalmente, en un criterio de Conservación, ejecutando tareas de limpieza y protección, conjuntamente con obras de iluminación que jerarquizan los elementos significativos.
La Conservación de la Fachada comprende el retiro de todos elementos no originales de la misma, la recuperación de las terminaciones y la reposición de los elementos ornamentales perdidos y el tratamiento y conservación de los existentes, teniendo en cuenta la verificación de la estabilidad de los mismos.";$ 13.278.300,82;1;Monserrat;Defensa 201;-34,61045;-58,372192;20/5/2021;4/11/2021;4;100;ESTUDIO INGENIERO VILLA;2021;Licitación Pública;N°1/SIGAF/2021;30707977481;vecinos;10;46213850
Barrio Fraga: Infraestructura ejes principales;Finalizada;Hidráulica e Infraestructura;Instituto de la Vivienda;Infraestructura en el barrio histórico en ejes principales (Palpa y Guevara) y secundarios . Incluye red de agua, red cloacal, pluvial, electricidad, luminaria y espacio público.;$ 128.466.840,00;15;Chacarita;Fraga Y Garcia, Teodoro;-34,58384621;-58,45458627;21/2/2022;28/10/2022;8;100;Ilubaires S.A;2019;Licitación Pública;LP57/19;30693811860;2764;25;46213850
Barrio 31: YPF 3;Finalizada;Arquitectura;Ministerio de Desarrollo Humano y Hábitat;"Construcción de vivienda nueva, infraestructura y espacio público para mejorar las condiciones de habitabilidad de las familias afectadas por las obras de infraestructura y las aperturas de calle.  En esta línea se encuentra la construcción de Viviendas Nueva YPF Etapa 3; infraestructura básica en calle Evita, costo de mudanzas, escrituras y agrimensores";$ 1.276.000.000,01;1;Retiro;Av. Pres. Ramón Castillo 10, Buenos Aires;-34,585404;-58,366723;18/4/2022;25/4/2024;10;100%;BRICONS;2021;Licitación Pública;1177-SIGAF/21;30541068151;225;30;46213850
Barrio 31: EEPP BA;Finalizada;Hidráulica e Infraestructura;Ministerio de Desarrollo Humano y Hábitat;"Construcción de  equipamiento, calles, veredas, alumbrado público y equipamientos en las manzanas 33, 32, 2, 15B, G1, 99, 99B a F y 102; y de forma completa de las manzanas 34, 36, 35 A y B, 2B y 99 A y  sus zonas aledañas. Comprende un recorrido lineal que coserá el desarrollo de actividades cívicas, recreativas, culturales y económicas, a partir de la instalación de mobiliario urbano.";$ 259.001.236,43;1;Retiro;Av. Pres. Ramón Castillo 10, Buenos Aires;-34,585404;-58,366723;5/5/2021;30/12/2022;19;100;ALGIERI S.A.;2020;Licitación Pública;221/SIGAF/21;30699339810;43190;15;46213850
Barrio 31: Baja tensión;Finalizada;Hidráulica e Infraestructura;Ministerio de Desarrollo Humano y Hábitat;Construcción de la infraestructura de la red de baja tensión para seguir avanzando con la formalización del Barrio 31.;$ 53.306.488,16;1;Retiro;Av. Pres. Ramón Castillo 10, Buenos Aires;-34,585404;-58,366723;13/1/2022;30/5/2022;4;100;DASA S.A.;2021;Licitación Pública;10209-0049-LPA21;30711014175;540;9;46213850
Barrio 31: Baja tensión ;Finalizada;Hidráulica e Infraestructura;Ministerio de Desarrollo Humano y Hábitat;Construcción de la infraestructura de la red de baja tensión para seguir avanzando con la formalización del Barrio 31.;300.000.000;1;Retiro;Av. Pres. Ramón Castillo 10, Buenos Aires;-34,585404;-58,366723;7/3/2022;30/6/2022;3;100;DASA S.A.;2024;Licitación Pública;1816/SIGAF/2014;30505454436;330;9;46213850
Barrio 31: Conexiones domiciliarias de agua;Finalizada;Hidráulica e Infraestructura;Ministerio de Desarrollo Humano y Hábitat;Construcción de la infraestructura básica de agua para seguir avanzando con la formalización del Barrio 31.;$ 74.555.977,39;1;Retiro;Av. Pres. Ramón Castillo 10, Buenos Aires;-34,585404;-58,366723;25/10/2021;7/3/2022;3;100;CIS S.R.L.;2022;Licitación Pública;1177-SIGAF-2021;30710393881;675;6;46213850
Barrio 31: Conexiones domiciliarias de agua;Finalizada;Hidráulica e Infraestructura;Ministerio de Desarrollo Humano y Hábitat;Construcción de la infraestructura básica de agua para seguir avanzando con la formalización del Barrio 31.;$ 51.526.667,37;1;Retiro;Av. Pres. Ramón Castillo 10, Buenos Aires;-34,585404;-58,366723;1/3/2022;15/7/2022;4;100;BENCEN S.R.L;2022;Licitación Pública;1177-SIGAF-2021;30712536809;864;6;46213850
Barrio 31: Conexiones domiciliarias de agua;Finalizada;Hidráulica e Infraestructura;Ministerio de Desarrollo Humano y Hábitat;Construcción de la infraestructura básica de agua para seguir avanzando con la formalización del Barrio 31.;$ 77.543.885,25;1;Retiro;Av. Pres. Ramón Castillo 10, Buenos Aires;-34,585404;-58,366723;5/4/2022;15/7/2022;3;100;DASA S.A.;2022;Licitación Pública;1177-SIGAF-2021;30711014175;819;6;46213850
Metrobus del Bajo etapa II - Entorno ;Finalizada;Transporte;Secretarí­a de Transporte y Obras Públicas;El proyecto tiene como fin extender el Metrobus del Bajo hasta La Boca conectando el sur de la ciudad.;$ 744.537.359,10;4 y 1;La Boca y San Telmo;Independencia Av. y Paseo Colon Av.;-34.617.160;-58.369.805;oct-21;ene-23;13;96;"– UT - URBASER ARGENTINA S.A. -
SEOB S.A. - SALVATORI S.A. PARQUES Y JARDINES";2021;Licitación Pública;" 10179-0007-LPU21
";30717355144;3000 por día;10;46213850
Creacio?n de Espacio Urbano bajo Autopista en el Barrio 31;Finalizada;Espacio Público;Ministerio de Desarrollo Humano y Hábitat;Creación de Espacio Urbano bajo Autopista, Barrio 31, Retiro, Ciudad Autónoma de Buenos Aires;$ 346.549.825,00;1;Retiro;Islas Galápagos y Huemul;-3,46E+15;-5,84E+15;4/7/2019;27/12/2021;30;100;Demoliciones Mitre SRL;2019;Licitación Pública;9.215/SIGAF/2019;30657536551;43190;25;46213850
Generacio?n de Aperturas de Calles y Nueva Calle N° 14, Barrio 31 Carlos Mu?gica;Finalizada;Hidráulica e Infraestructura/ Espacio Público;Ministerio de Desarrollo Humano y Hábitat;Generacion de Aperturas de Calles y Nueva Calle N°14 - Barrio 31 - Carlos Mugica - Retiro - Buenos Aires - Licitacion Publica Nacional N° 504/SIGAF/19;$ 148.537.096,51;1;Retiro;Acceso desde el Barrio Saldías y calle Salguero;-3.457.277.925.237.590;-5.840.136.814.550.980;2/1/2020;28/2/2022;26;91;UTE ALTOTE y Bosquimano SA;2019;Licitación Pública;504-SIGAF-2019;30716685361;20000;30;46213850
Espacio Público Scholas;Finalizada;Espacio Público;Ministerio de Desarrollo Humano y Hábitat;Retiro de Traslado de Tierra y Red Fina y cloacal Lindera MZA 104;$ 5.259.204,00;1;Retiro;Colibrí 2002;-34.581.290;-58.387.923;17/1/2018;17/8/2018;7;100;Algieri ;2018;Licitación Pública;1816/SIGAF/2014;30699339810;20000;15;46213850
Ejecucion, rehabilitacion y mantenimiento de viviendas del Barrio 31 de la Ciudad de Buenos Aires-Etapa II;Finalizada;Vivienda;Ministerio de Desarrollo Humano y Hábitat;“Ejecución, rehabilitación y mantenimiento de viviendas del Barrio 31 de la ciudad de buenos aires. Etapa 2. Lote N°1.”;$ 529.648.860,37;1;Retiro;Quetzal 772;-34,582219;-58,38057;27/1/2020;27/9/2022;8;100%;"VILLAREX S.A.
BOSQUIMANO S.A.
DESARROLLADORA LOS TILOS S.A.";2019;Licitación Pública;443-SIGAF-2019;"30712097996
30711470022
30710622848
";50;18;46213850
Ejecución, Rehabilitación y mantenimiento de fachas, medianeras y cubiertas del Barrio 31. Segunda Etapa. Sector 1 Entorno Cancha 9, Sector 2 Perette y Sector 3 Calle Avellaneda;Finalizada;Vivienda;Ministerio de Desarrollo Humano y Hábitat;"""Ejecución, Rehabilitación y mantenimiento de fachas, medianeras y cubiertas del Barrio 31. Segunda Etapa.""";$ 58.966.693,39;1;Retiro;Carlos H Perette 648;-34,582676;-58,378502;29/6/2018;29/10/2019;12;100;"VILLAREX S.A. 
DILTHEY S.A.";2018;Licitación Pública;397-SIGAF-2019;"30712097996
30711331847
";210;10;46213850
Ejecución, Rehabilitación y mantenimiento de fachas, medianeras y cubiertas del Barrio 31. Tercera Etapa. Sector 1 Entorno Calle y Plaza Los Lápices, Sector 2 Plaza Ledesma;Finalizada;Vivienda;Ministerio de Desarrollo Humano y Hábitat;"""Ejecución, Rehabilitación y mantenimiento de fachas, medianeras y cubiertas del Barrio 31. Tercera Etapa""";$ 158.805.663,00;1;Retiro;Sara Beatriz Fernández 531;-34,585349;-58,37851;21/9/2018;9/1/2020;12;100;DILTHEY S.A.;2019;Licitación Pública;1816/SIGAF/2014;30711331847;180;10;46213850
Ejecución, Rehabilitación y mantenimiento de fachas, medianeras y cubiertas del Barrio 31. Tercera Etapa. Sector Turucmanos y Sector Playón Oeste;Finalizada;Vivienda;Ministerio de Desarrollo Humano y Hábitat;"""Ejecución, rehabilitación y mantenimiento de fachadas, medianeras y cubiertas del Barrio 31, Ciudad Autónoma de Buenos Aires""";$ 80.816.340,88;1;Retiro;Mochica 1263;-34,582033;-58,383693;7/1/2019;2/6/2021;10;100;"BOSQUIMANO S.A
VILLAREX S.A.";2018;Licitación Pública;387-SIGAF-2018;"30711470022
30712097996
";120;10;46213850
Ejecucio?n, Rehabilitacio?n y Mantenimiento de Fachadas, Medianeras y Cubiertas del Barrio 31, Ciudad Auto?noma de Buenos Aires – Etapa V;Finalizada;Vivienda;Ministerio de Desarrollo Humano y Hábitat;"""Ejecución, rehabilitación y mantenimiento de fachadas, medianeras y cubiertas del Barrio 31, Ciudad Autónoma de Buenos Aires. 5""";$ 192.042.442,00;1;Retiro;Vicuña 1480;-34,580978;-58,385219;18/6/2019;26/1/2022;12;100;KIR CONSTRUCCIONES SRL;2018;Licitación Pública;645-SIGAF-2018;30702232046;110;10;46213850
Ejecucio?n, Rehabilitacio?n y Mantenimiento de Fachadas, Medianeras y Cubiertas del Barrio 31, Ciudad Auto?noma de Buenos Aires – Etapa 5 – segunda parte;Finalizada;Vivienda;Ministerio de Desarrollo Humano y Hábitat;"""Ejecución, rehabilitación y mantenimiento de fachadas, medianeras y cubiertas del Barrio 31, Ciudad Autónoma de Buenos Aires. 5. Segunda Etapa""";$ 754.733.305,78;1;Retiro;Sara Beatriz Fernández 1068;-34,583323;-58,382855;4/11/2019;4/8/2020;9;100%;"KIR CONSTRUCCIONES SRL
VILLAREX S.A.
BOSQUIMANO S.A.
DESARROLLADORA LOS TILOS S.A.";2019;Licitación Pública;397-SIGAF-2019;"30702232046
30712097996
30711470022
30710622848
";300;10;46213850
Ejecucio?n, Rehabilitacio?n y Mantenimiento de viviendas del Barrio 31, Etapa UM 5, Sector Bajo Autopista;Finalizada;Vivienda;Ministerio de Desarrollo Humano y Hábitat;“Ejecución, rehabilitación y mantenimiento de viviendas del barrio 31, Ciudad Autónoma de Buenos Aires - ETAPA UM 5 (BA)”;$ 81.475.981,00;1;Retiro;Alpaca 620;-34,5845761;-58,3794087;22/7/2021;9/8/2022;12;100;BLUE STEEL S.A. ;2021;Licitación Pública;33-SIGAF-2021;30709422967;103;10;46213850
Centro Luz Esperanza;Finalizada;Arquitectura;Ministerio de Desarrollo Humano y Hábitat;CENTRO ‘LUZ ESPERANZA’, BARRIO 31, CIUDAD AUTONOMA DE BUENOS AIRES”;$ 22.816.338,77;1;Retiro;Talampaya y Calchaquíes;-34,57860848;-58,38571784;8/10/2018;5/7/2019;9;100;Cooperativa de Trabajo Greti Limitada;2018;Licitación Pública;356-SIGAF/18;30710961634;20000;20;46213850
Abasto Barrio Cultural;Finalizada;Arquitectura;Ministerio de Cultura;El Abasto es un centro natural de la cultura independiente. El proyecto busca fortalecer el circuito cultural ya existente expandiendo su oferta al espacio público, a través de un proyecto integral de desarrollo urbano, económico y cultural.;$ 122.000.000,00;3;Balvanera;Agüero entre J.D.Perón y Zelaya / Zelaya entre Agüero y Jean Jaures / Jean Jaures entre Tucumán y Lavalle / Jean Jaures entre Valentín Gomez y J.D.Perón / Sarmiento entre Jean Jaures y Agüero;-34.604.079;-58.411.747;10/9/2022;30/4/2023;7,733333333;0;-;-;-;-;-;vecinos;10;46213850
Centro Cultural Recoleta;Finalizada;Arquitectura;Ministerio de Cultura;Puesta en valor y adaptación del edificio del Recoleta para que sea capaz de recibir y alojar a todas las nuevas escenas culturales que están vivas en la ciudad. Se construyeron espacios dedicados de forma permanente a los adolescentes, al hip-hop, una sala de dibujo, una zona de estudio, un espacio de ocio y recreación, y una tienda de diseño argentino contemporáneo, además de remodelar la Terraza, el Cine, el Laboratorio musical, el Centro de investigación, la Residencia para artistas, la Capilla y las salas de exhibición dedicadas a las artes visuales.;"- Monto de contrato $ 108.808.255,86
 Adicionales: BED 1-2-3-4 y 5: $ 11.330.095,03";2;Recoleta;Junín 1930;-34,586049;-58,392514;10/11/2018;20/12/2018;12;100;INAPCON SA;2017;Licitación Pública;LPN°1223-SIGAF-2017;30677124411;800.000;10;46213850
Buenos Aires Museo;Finalizada;Arquitectura;Ministerio de Cultura;"Puesta en valor de la sede Elorriaga y Sala Querubines del Buenos Aires Museo a través de la renovación de la muestra museográfica incorporando nueva tecnología. Este proyecto consolida al Buenos Aires Museo, integrante del plan de reposicionamiento del Casco Histórico, como un punto de referencia turístico y cultural, valorizando un sitio de gran relevancia histórica y simbólica para la Ciudad de Buenos Aires. 
 La propuesta incluye una museografia totalmente renovada, cercana y técnologica, un centro de Bienvenida al Turista y un espacio gastronómico.";$ 60.000.000,00;1;Monserrat;Defensa 187;-34,610022;-58,372305;13/7/1905;13/7/1905;7;100;SES S.A;2020;LPU;682-SIGAF-2020;30647727545;69000;10;46213850
Servicio de Mantenimiento Mensual en las manzanas 123 A-B-C-D-E-F-G-I-L-M;Finalizada;Espacio Público;Corporación Buenos Aires Sur;El servicio consiste en  el mantenimiento mensual del predio de  4,82 hectáreas con el desmalezado y corte de césped, limpieza, retiro de ramas, troncos, restos de obra, mantenimiento y reparación de cercos perimetrales. ;$ 5.672.700,00;8;Villa Lugano;Fernandez de la Cruz Av.,Escalada Av. Y Presidente Roca Av.;-34,672645;-58,454314;12/11/2020;7/11/2021;24;91,63;Destino Verde S.R.L.;2020;Licitación Privada;01-CBAS-2020;30714700304;usuarios;10;46213850
Servicio de mantenimiento mensual en el predio del estacionamiento ex Parque de la Ciudad;Finalizada;Espacio Público;Corporación Buenos Aires Sur;El servicio consiste en  el mantenimiento mensual: desmalezado, limpieza, corte de césped, barrido, barrido profundo de solados, cemento/asfáltico. Mantenimiento de Red Pluvial existente, incluye tareas de desobstrucción manual o con equipo apropiado;$ 4.736.600,00;8;Villa Soldati;Escalada Av. Y Presidente Roca Av.;-34,672645;-58,45114;10/9/2020;9/9/2022;24;100;Marcelina Vial SA;2020;Contratacion Menor;02-CBAS-2020;30714545473;usuarios;10;46213850
Estación Reguladora de Presión y Red Externa de Gas – Complejo Habitacional 180 Viviendas;Paralizada;Hidráulica E Infraestructura;Corporación Buenos Aires Sur; Ejecución de las obras de la infraestructura necesarias de gas natural para el abastecimiento del barrio de 180 viviendas.  Se abastecerá desde una planta reguladora a construir, ubicada en la intersección de la Av. F.F. de la Cruz y calle Martínez Castro y desde esta planta se tenderá la nueva red externa hasta empalmar con la red existente en la calle Mariano Acosta. ;$ 129.763.416,00;8;Villa Soldati;Fernandez De La Cruz, F., Gral. Av. Y Lacarra Av.;-34,66492169;-58,44995894;1/7/2022;27/2/2024;8;73,64;CATEGAS SRL;2022;Licitación Pública;01-CBAS-2022;30685980157;vecinos;10;46213850
Red Interna de Gas - Complejo Habitacional 180 Viviendas;Paralizada;Arquitectura;Corporación Buenos Aires Sur;La obra consiste en la terminación y equipamiento de gabinetes de regulación de gas natural, terminación y equipamiento de baterías de medidores de gas natural, tendido de cañerías internas de gas en media presión, conexión a la red externa de gas de media presión y tareas complementarias de rotura y reconstrucción de solados y de movimiento de suelos para instalación de cañerías de gas natural. ;$ 61.187.277,00;8;Villa Soldati;Fernandez De La Cruz, F., Gral. Av. Y Lacarra Av.;-34,66492169;-58,44995894;1/7/2022;30/3/2024;5;45,73;CATEGAS SRL;2022;Licitación Pública;02-CBAS-2022;30685980157;vecinos;10;46213850
Provisión de artefactos - Complejo Habitacional 180 viviendas;Finalizada;Arquitectura;Corporación Buenos Aires Sur;La contratación consite en la adquisición de los artefactos de gas natural del Complejo Habitacional: 180 (unidades) de Calefones, 180 (unidades) de Cocinas y 180 (unidades) de Calefactores, necesarias para completar las obras de instalación interna de Gas.;$ 26.462.700,00;8;Villa Soldati;Fernandez De La Cruz, F., Gral. Av. Y Lacarra Av.;-34,66492169;-58,44995894;19/7/2022;25/7/2022;0,1;100;Soluzioni S.A;2022;Licitación Pública;03-CBAS-2022;30715285777;vecinos;10;46213850
Sistemas de Reserva de Agua Potable - Complejo Habitacional 180 Viviendas;Finalizada;Arquitectura;Corporación Buenos Aires Sur;La obra consiste en la ejecución de los trabajos necesarios para la regularización de los sistemas de reserva de Agua Potable de cada uno de los Edificios que forman parte del “Complejo Habitacional 180 Viviendas”;$ 3.418.834,00;8;Villa Soldati;Fernandez De La Cruz, F., Gral. Av. Y Lacarra Av.;-34,66492169;-58,44995894;22/4/2022;21/7/2022;3;100;Jorge Canelles Ltda;2022;Contratación Directa;01-CBAS-2022;30708832959;vecinos;10;46213850
Readecuación de Sistema Pluvial, Cloacal y Urbanismo - Complejo Habitacional 180 Viviendas;Paralizada;Espacio Público;Corporación Buenos Aires Sur;Ejecución de mejoras en las redes internas cloacales y pluviales, además de mejoras urbanísticas como reparación y pintura de herrerías y parquización en el Conjunto Habitacional 180 viviendas;$ 33.511.533,00;8;Villa Soldati;Fernandez De La Cruz, F., Gral. Av. Y Lacarra Av.;-34,66492169;-58,44995894;26/12/2022;22/9/2023;9;93,19;Jorge Canelles Ltda;2022;Contratación Directa;14-CBAS-2022;30708832959;vecinos;10;46213850
Redes cloacales - Complejo Habitacional Los Piletones (Agosto 2022-Julio 2023);Finalizada;Hidráulica E Infraestructura;Corporación Buenos Aires Sur;"Servicio mensual de limpieza y reparación de redes cloacales; tareas de reparación y mantenimiento de azoteas y fachadas; iluminación de escaleras y cerramientos perimetrales del Complejo Habitacional Los Piletones";$ 14.299.788,00;8;Villa Soldati;Juan Pablo II, Plumerillo, Av, Asturias;-34,664686;-58,456458;1/8/2022;31/7/2023;12;100;Jorge Canelles Ltda;2022;Convenio;56-GCABA-CBAS-2022;30708832959;vecinos;10;46213850
Tanques de Reserva - Parque Roca Sector C;Finalizada;Hidráulica E Infraestructura;Corporación Buenos Aires Sur;La ejecución de reparaciones en la estructura metálica existente, recambio por completo del sistema de cañerías en tanque de bombeo, impulsión y bajadas, instalaciones eléctricas y mantenimiento general del sistema de reserva de agua en el parque roca sector C.;$ 12.583.242,00;8;Villa Soldati;Av. Cnel. Roca 3980;-34,677173;-58,448652;24/10/2022;26/8/2023;10,2;100;Servicios Ibarra SRL;2022;Contratación Directa;08-CBAS-2022;30712217444;usuarios;10;46213850
Buenos Aires Playa 2020: Parque Indoamericano - Obra Civil;Finalizada;Espacio Público;Corporación Buenos Aires Sur;Ejecución De Playa Seca Para Programa Bs As Playa 2020;$ 2.103.459,00;8;Villa Soldati;Escalada Av. Y Castañares Av.;-34,66498561;-58,46938912;16/12/2019;30/12/2019;0,5;100;Marcelina Vial SA;2019;Contratación Directa;53-CBAS-2019;30714545473;usuarios;10;46213850
Buenos Aires Playa 2022: Parque de la Ciudad - Obra Civil;Finalizada;Espacio Público;Corporación Buenos Aires Sur;Ejecución De Playa Seca Para Programa Bs As Playa 2022;$ 2.073.261,00;8;Villa Soldati;Escalada Av. Y Castañares Av.;-34,66498561;-58,46938912;21/12/2021;9/1/2022;0,6;100;Marcelina Vial SA;2021;Contratación Directa;02-CBAS-2021;30714545473;usuarios;10;46213850
Reparación cerco perimetral Villa Olímpica;Finalizada;Hidráulica E Infraestructura;Corporación Buenos Aires Sur;Tareas de mantenimiento y arreglo del cerco perimetral;$ 121.946,00;8;Villa Lugano;Fernandez de la Cruz Av.,Escalada Av. Y Presidente Roca Av.;-34,675641;-58,454314;2/1/2020;31/1/2020;1;100;Jorge Canelles Ltda;2020;Obra de emergencia;178-PCBAS-2019;30708832959;usuarios;10;46213850
Mantenimiento de Redes cloacales - Barrio Los Piletones (enero a marzo);Finalizada;Hidráulica E Infraestructura;Corporación Buenos Aires Sur;Servicio mensual de limpieza y reparación de redes cloacales, agua e infraestructura en el Barrio Los Piletones. Limpieza y mantenimiento de Estación de Bombeo;$ 695.753,00;8;Villa Soldati;Av. Lacarra, Plumerillo, Ana Maria Janer, Juan Pablo II;-34,66345;-58,459489;10/1/2020;31/3/2020;3;100;Jorge Canelles Ltda;2020;Convenio; 94-PCBAS-2020;30708832959;vecinos;10;46213850
Mantenimiento de Redes cloacales - Barrio Los Piletones (abril a junio);Finalizada;Hidráulica E Infraestructura;Corporación Buenos Aires Sur;Servicio mensual de limpieza y reparación de redes cloacales, agua e infraestructura en el Barrio Los Piletones. Limpieza y mantenimiento de Estación de Bombeo;$ 800.116,00;8;Villa Soldati;Av. Lacarra, Plumerillo, Ana Maria Janer, Juan Pablo II ;-34,66345;-58,459489;1/4/2020;30/6/2020;3;100;Jorge Canelles Ltda;2020;Convenio; 94-PCBAS-2021;30708832959;vecinos;10;46213850
Reparaciones Barrio Piletones - abril 2020;Finalizada;Hidráulica E Infraestructura;Corporación Buenos Aires Sur;Reparaciones De Pérdidas De Agua En La Vía Pública Y En El Tanque De Agua De Torre 19 Del CHP. Recambio De Regulador De Gas En Torre 3, Tareas Realizadas En Pandemia Durante 8 De Junio Al 17 De Julio.;$ 139.259,00;8;Villa Soldati;Av. Lacarra, Plumerillo, Ana Maria Janer, Juan Pablo II ;-34,66345;-58,459489;1/4/2020;30/4/2020;1;100;Jorge Canelles Ltda;2020;Obra de emergencia;88-PCBAS-2020;30708832959;vecinos;10;46213850
Reparaciones Barrio Piletones - relevamiento mayo y junio 20;Finalizada;Hidráulica E Infraestructura;Corporación Buenos Aires Sur;Las Tareas De Reparaciones En Vía Pública Torres 1, 6, 7, 8, 14 y 19 del Complejo Habitacional, Destacamento De Gendarmería Y Oficina De Corporación En El Barrio Los Piletones;$ 892.914,00;8;Villa Soldati;Av. Lacarra, Plumerillo, Ana Maria Janer, Juan Pablo II ;-34,66345;-58,459489;1/5/2020;30/6/2020;2;100;Jorge Canelles Ltda;2020;Obra de emergencia;88-PCBAS-2020;30708832959;vecinos;10;46213850
Conexiones de Agua - Los Piletones -;Finalizada;Hidráulica E Infraestructura;Corporación Buenos Aires Sur;Se continua con la conexión domiciliaria de cada vecino a la red nueva de agua potable. Se realizaron en Manzanas 1 (cant. 21) y en Mz. 2 (cant. 45),  incluyo la reparación de veredas. Se continua con las conexiones en Manzana 3 y 4 .;$ 193.622,00;8;Villa Soldati;Av. Lacarra, Plumerillo, Ana Maria Janer, Juan Pablo II ;-34,66345;-58,459489;1/4/2020;30/6/2020;3;100;Una Nueva Esperanza Ltda;2020;Obra de emergencia;88-PCBAS-2020;30714994952;vecinos;10;46213850
Portón, chapas y corte de césped - Barrio Olímpico (mayo 20);Finalizada;Hidráulica E Infraestructura;Corporación Buenos Aires Sur;Con Carácter De Urgencia La Realización De Tareas  Varias De Desmalezamiento, Limpieza De Escombros, Limpieza De Desagues Pluviales, Arreglo Del Portón, Fijación De Chapas Caídas En El Perímetro Del Barrio Olímpico Y En Su Estacionamiento;$ 1.120.246,00;8;Villa Lugano;Fernandez de la Cruz Av.,Escalada Av. Y Presidente Roca Av.;-34,675641;-58,454314;1/5/2020;31/5/2020;1;100;Santa Ana Ltda;2020;Obra de emergencia;88-PCBAS-2020;30712072705;usuarios;10;46213850
